CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2022-00011528,0 Block WEBB ST,02/14/2022 09:23:19 PM,2,2022,Request for Assistance,Not Used,No Violations,0,HNorthup
2022-00027103,100 Block BARBARA ST,04/12/2022 07:43:55 AM,4,2022,Auto Towed,Not Used,Parking or MV Violation,0,JDalton
2021-00102139,0 Block MAUDE ST,12/23/2021 03:02:00 PM,12,2021,City Ordinance Violation,Not Used,No Violations,0,RAnderson
2021-00100871,0 Block MAUDE ST,12/18/2021 08:14:00 PM,12,2021,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,RAnderson
2021-00100871,0 Block MAUDE ST,12/18/2021 08:14:00 PM,12,2021,RI Statute Violation,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DMG,1,RAnderson
2022-00013689,200 Block WENDELL ST,02/22/2022 10:36:00 PM,2,2022,"Assault, Aggravated",11-5-2.3,ASSAULT BY STRANGULATION 12-29-5,1,ESoloman
2022-00013689,200 Block WENDELL ST,02/22/2022 10:36:00 PM,2,2022,"Assault, Aggravated",11-5-5,ASSAULT OF POLICE OFFICERS AND OTHER OFFICIALS - SERIOUS INJURY,2,ESoloman
2022-00013689,200 Block WENDELL ST,02/22/2022 10:36:00 PM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ESoloman
2022-00013689,200 Block WENDELL ST,02/22/2022 10:36:00 PM,2,2022,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,ESoloman
2022-00013689,200 Block WENDELL ST,02/22/2022 10:36:00 PM,2,2022,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,ESoloman
2022-00013689,200 Block WENDELL ST,02/22/2022 10:36:00 PM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ESoloman
2022-00013689,200 Block WENDELL ST,02/22/2022 10:36:00 PM,2,2022,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,ESoloman
2022-00008125,0 Block RUSSO ST,02/02/2022 10:10:00 AM,2,2022,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,PCaminero
2022-00034653,0 Block ELTON ST,05/07/2022 12:24:27 PM,5,2022,Request for Assistance,Not Used,No Violations,0,VPazzetta
2022-00032354,STEWART ST &  CONDUIT ST,04/29/2022 08:13:00 PM,4,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,NEastman
2022-00032354,STEWART ST &  CONDUIT ST,04/29/2022 08:13:00 PM,4,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NEastman
2022-00043739,100 Block WAVERLY ST,06/03/2022 11:32:00 PM,6,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,ASubramaniam
2021-00100013,300 Block BUCKLIN ST,12/15/2021 10:14:00 PM,12,2021,Shots Fired,Not Used,No Violations,0,JMontano
2022-00001253,CARPENTER ST &  BRIDGHAM ST,01/06/2022 12:15:00 PM,1,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",3,ACaraballo
2022-00002822,0 Block HUBER AVE,01/13/2022 12:01:46 PM,1,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,BCorcoran
2022-00013607,ADRIAN HALL WAY &  FOUNTAIN ST,02/22/2022 03:25:00 PM,2,2022,Auto Towed,Not Used,Parking or MV Violation,0,JHeeder
2022-00008044,RILL ST &  DORR ST,02/02/2022 01:37:00 AM,2,2022,Robbery,11-39-2,ROBBERY-OCCUPANT OF MV-1ST DEGREE,1,AIn
2022-00000252,S MAIN ST &  PLANET ST,01/01/2022 07:43:00 PM,1,2022,Property Damage,Not Used,No violations,0,PHourahan
2022-00017927,PROSPECT ST &  FONES ALY,03/10/2022 10:54:00 PM,3,2022,Request for Assistance,Not Used,No Violations,0,HEspanol
2022-00036115,DEARBORN ST &  KING ST,05/12/2022 11:48:00 AM,5,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MFigueroa
2021-00103466,0 Block MANHATTAN ST,12/29/2021 10:31:00 AM,12,2021,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,PCaminero
2021-00101067,0 Block YORKSHIRE ST,12/19/2021 01:06:00 PM,12,2021,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,DMartinez
2022-00034484,OPHELIA ST &  GRIMWOOD ST,05/06/2022 08:27:00 PM,5,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,BMcKenna
2022-00005577,VERMONT AVE &  MICHIGAN AVE,01/23/2022 07:59:00 PM,1,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2,AWagoner
2022-00005577,VERMONT AVE &  MICHIGAN AVE,01/23/2022 07:59:00 PM,1,2022,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2,AWagoner
2022-00005577,VERMONT AVE &  MICHIGAN AVE,01/23/2022 07:59:00 PM,1,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,AWagoner
2021-00104009,0 Block JEWELL ST,12/31/2021 05:23:00 PM,12,2021,Disturbance,Not Used,No Violations,0,APereira II
2022-00035809,MARSHALL ST &  ARMENIA ST,05/11/2022 12:07:00 PM,5,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MFigueroa
2022-00035809,MARSHALL ST &  ARMENIA ST,05/11/2022 12:07:00 PM,5,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MFigueroa
2022-00012313,100 Block CRANSTON ST,02/17/2022 10:02:00 PM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MMena-Torres
2022-00034162,GANO ST &  WICKENDEN ST,05/05/2022 07:49:35 PM,5,2022,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,JDeschamps
2022-00034162,GANO ST &  WICKENDEN ST,05/05/2022 07:49:35 PM,5,2022,DUI,31-27-2.1,Chemical Test Refusal,1,JDeschamps
2022-00034162,GANO ST &  WICKENDEN ST,05/05/2022 07:49:35 PM,5,2022,Traffic Violation,31-27-2.3,Refusal to Submit to a Preliminary Breath Test,1,JDeschamps
2022-00500739,0 Block JOB ST,03/02/2022 12:14:57 PM,3,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,DShields
2021-00100185,FORD ST &  MESSER ST,12/16/2021 02:18:00 PM,12,2021,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LRagosta
2022-00019873,PEKIN ST &  CHALKSTONE AVE,03/18/2022 03:29:00 AM,3,2022,Shots Fired,Not Used,No Violations,0,JManown
2021-00103752,700 Block HARTFORD AVE,12/30/2021 02:06:00 PM,12,2021,Forgery,11-17-1,FORGERY AND COUNTERFEITING IN GENERAL,1,LGarcia Colon
2022-00012459,700 Block HARTFORD AVE,02/18/2022 12:19:49 PM,2,2022,"Fraud, Swindle",19-9-29,BANK FRAUD,1,JDalton
2022-00500256,0 Block WARREN WAY,12/28/2021 05:59:26 PM,12,2021,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2022-00023828,0 Block WARREN WAY,03/31/2022 05:40:00 PM,3,2022,Disturbance,Not Used,No Violations,0,WGeorges
2022-00024248,0 Block WAVERLY ST,04/02/2022 01:29:00 AM,4,2022,Dispersals,Not Used,No Violations,0,NULL
2022-00033818,0 Block THURSTON ST,05/04/2022 06:20:00 PM,5,2022,Auto Towed,Not Used,Parking or MV Violation,0,RCriner
2021-00102138,0 Block THURSTON ST,12/23/2021 03:00:00 PM,12,2021,Request for Assistance,Not Used,No Violations,0,NULL
2022-00006545,0 Block METROPOLITAN RD,01/27/2022 12:22:00 PM,1,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00044605,0 Block METROPOLITAN RD,06/06/2022 10:42:00 AM,6,2022,Municipal Code Violation,Sec. 15-105,"Violation of Section 15 Article VII regarding snowmobiles, ATV's and off road recreational vehicles",1,JLanier
2022-00032840,0 Block CANONCHET ST,05/01/2022 09:26:00 AM,5,2022,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,JLanier
2022-00043487,0 Block WALLER ST,06/03/2022 08:10:35 AM,6,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MTella
2022-00029656,100 Block FAIRVIEW ST,04/20/2022 07:07:00 PM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JLanier
2022-00007384,0 Block ROWLEY ST,01/30/2022 07:38:00 PM,1,2022,Disturbance,Not Used,No Violations,0,CClift
2022-00004692,0 Block CHACE DR,01/20/2022 04:47:40 PM,1,2022,Suspicious Person,Not Used,No violations,0,MGammino
2022-00028656,100 Block CHACE AVE,04/16/2022 10:42:00 PM,4,2022,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,GSans-Souci
2022-00038702,0 Block ROCHAMBEAU AVE,05/20/2022 10:09:00 AM,5,2022,Breaking and Entering,Not Used,No violations,0,FMoody
2022-00001455,0 Block ROCHAMBEAU AVE,01/07/2022 11:35:00 AM,1,2022,Request for Assistance,Not Used,No Violations,0,MCifuentes
2022-00008015,0 Block PETTEYS AVE,02/02/2022 12:04:00 AM,2,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MPetteruto
2022-00001020,200 Block JASTRAM ST,01/05/2022 10:25:06 AM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTella
2022-00029778,300 Block EATON ST,04/21/2022 07:15:11 AM,4,2022,Malicious Mischief,Not Used,No Violations,0,EPedchenko
2022-00022636,100 Block WYNDHAM AVE,03/27/2022 08:05:44 AM,3,2022,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,EPedchenko
2022-00036101,0 Block VIEW ST,05/12/2022 11:01:00 AM,5,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00500228,100 Block METCALF ST,12/09/2021 08:52:50 AM,12,2021,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,TPickering
2022-00002562,0 Block VICKSBURG ST,01/12/2022 09:37:00 AM,1,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,JMontano
2022-00003583,0 Block VICKSBURG ST,01/16/2022 02:56:00 AM,1,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DUrizar
2021-00103381,0 Block FELIX ST,12/28/2021 11:09:00 PM,12,2021,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JIkuejamofo
2022-00500835,100 Block FEDERAL ST,03/13/2022 08:21:14 AM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00026724,100 Block CRESCENT ST,04/10/2022 07:05:00 PM,4,2022,Shots Fired,Not Used,No Violations,0,IQuinn
2021-00098641,100 Block CALIFORNIA AVE,12/11/2021 04:56:00 AM,12,2021,Shots Fired,Not Used,No Violations,0,IQuinn
2022-00012411,200 Block NARRAGANSETT AVE,02/18/2022 08:44:00 AM,2,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JButen
2022-00005785,0 Block SYCAMORE ST,01/24/2022 04:00:00 PM,1,2022,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,KDoldoorian
2022-00027869,200 Block WADSWORTH ST,04/14/2022 02:07:00 PM,4,2022,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,VLopez
2022-00027869,200 Block WADSWORTH ST,04/14/2022 02:07:00 PM,4,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,VLopez
2022-00027869,200 Block WADSWORTH ST,04/14/2022 02:07:00 PM,4,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,VLopez
2022-00013762,0 Block WARREN ST,02/23/2022 09:18:00 AM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2022-00500930,0 Block HART ST,03/19/2022 03:55:04 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00044634,0 Block HUSTED CT,06/06/2022 12:20:00 PM,6,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2022-00017428,300 Block PINE ST,03/08/2022 11:55:00 PM,3,2022,Disturbance,Not Used,No Violations,0,MVlaun
2022-00015340,0 Block MOOREFIELD ST,03/01/2022 11:32:00 AM,3,2022,Assistance Rendered,Not Used,No Violations,0,JLugo
2022-00032046,100 Block DORA ST,04/28/2022 09:07:00 PM,4,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,MPesola
2022-00500031,0 Block GOVERNOR ST,01/02/2022 03:47:06 AM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2021-00101709,400 Block WICKENDEN ST,12/21/2021 09:17:00 PM,12,2021,Suspicious Person,Not Used,No Violations,0,RMorel
2021-00103744,900 Block CHALKSTONE AVE,12/30/2021 01:34:04 PM,12,2021,Accident,Not Used,No Violations,0,FPerez Brito
2022-00034523,900 Block CHALKSTONE AVE,05/06/2022 11:13:00 PM,5,2022,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,RSavage
2022-00031458,0 Block BERKLEY ST,04/26/2022 07:04:00 PM,4,2022,Disturbance,Not Used,No Violations,0,HNorthup
2021-00100398,0 Block RIVER AVE,12/17/2021 05:55:00 AM,12,2021,Auto Towed,Not Used,Parking or MV Violation,0,NULL
2022-00500675,400 Block VALLEY ST,02/26/2022 05:56:45 PM,2,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00004653,400 Block VALLEY ST,01/20/2022 02:10:00 PM,1,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,KPoplaski
2022-00036082,400 Block VALLEY ST,05/12/2022 09:05:00 AM,5,2022,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,KPoplaski
2022-00026324,400 Block VALLEY ST,04/09/2022 12:19:18 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BCorcoran
2022-00024404,0 Block ALGER AVE,04/02/2022 05:01:00 PM,4,2022,Auto Towed,Not Used,Parking or MV Violation,0,IQuinn
2022-00027247,0 Block BASSI LN,04/12/2022 05:59:00 PM,4,2022,Malicious Mischief,Not Used,No Violations,0,ALima
2022-00024146,900 Block MANTON AVE,04/01/2022 07:03:00 PM,4,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ALima
2022-00029161,900 Block MANTON AVE,04/18/2022 08:22:00 PM,4,2022,Trespass,Not Used,No Violations,0,MLabutti
2022-00040819,0 Block HILLSIDE AVE,05/26/2022 08:55:00 AM,5,2022,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,INerney
2022-00501133,0 Block 12TH ST,04/01/2022 10:56:38 AM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00010229,0 Block 3RD ST,02/10/2022 08:17:00 AM,2,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MCifuentes
2022-00500891,100 Block 4TH ST,03/14/2022 02:55:42 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00036427,100 Block SHARON ST,05/13/2022 06:24:49 AM,5,2022,Suspicious Person,Not Used,No violations,0,RJones
2021-00103708,600 Block SMITH ST,12/30/2021 09:58:00 AM,12,2021,Assistance Rendered,Not Used,No Violations,0,EAlarcon
2022-00021021,0 Block HAYES ST,03/21/2022 02:00:00 PM,3,2022,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2,MHames
2022-00013184,0 Block SMART ST,02/20/2022 11:41:00 PM,2,2022,Suspicious Person,Not Used,No Violations,0,EAlarcon
2022-00010629,0 Block DENISON ST,02/11/2022 04:15:00 PM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JHeeder
2022-00010629,0 Block DENISON ST,02/11/2022 04:15:00 PM,2,2022,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,JHeeder
2022-00017486,0 Block DENISON ST,03/09/2022 08:31:00 AM,3,2022,Suspicious Person,Not Used,No Violations,0,PCaminero
2022-00017287,0 Block DENISON ST,03/08/2022 02:50:00 PM,3,2022,Burglary,11-8-1,BURGLARY,1,JMontano
2022-00022089,0 Block DENISON ST,03/25/2022 11:56:00 AM,3,2022,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,YGonzalez
2022-00000996,200 Block BRANCH AVE,01/05/2022 08:59:00 AM,1,2022,Request for Assistance,Not Used,No Violations,0,PCaminero
2022-00501426,200 Block 6TH ST,05/09/2022 01:38:53 PM,5,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,DShields
2022-00033394,0 Block SAVOY ST,05/03/2022 07:46:20 AM,5,2022,Burglary,11-8-1,BURGLARY,1,TGomes
2022-00500706,0 Block MOUNT AVE,02/28/2022 04:11:55 PM,2,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00040479,0 Block BATH ST,05/25/2022 09:34:55 AM,5,2022,Property Damage,Not Used,No Violations,0,EPedchenko
2022-00013130,300 Block ATWELLS AVE,02/20/2022 06:50:00 PM,2,2022,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,CVingi
2021-00099552,300 Block ATWELLS AVE,12/14/2021 11:36:00 AM,12,2021,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCamardo
2021-00099552,300 Block ATWELLS AVE,12/14/2021 11:36:00 AM,12,2021,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MCamardo
2022-00013525,200 Block CARPENTER ST,02/22/2022 09:33:34 AM,2,2022,Auto Towed,Not Used,Parking or MV Violation,0,MCamardo
2022-00040260,800 Block WESTMINSTER ST,05/24/2022 04:26:00 PM,5,2022,Breaking and Entering,Not Used,"Under Investigation, Offense Pending",0,KDoldoorian
2022-00008746,100 Block TORONTO AVE,02/04/2022 12:44:36 PM,2,2022,Stolen Vehicle\Recovered,Not Used,No violations,0,MChasse
2022-00018660,600 Block CRANSTON ST,03/13/2022 02:39:00 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,MFigueroa
2021-00101316,0 Block WARREN ST,12/20/2021 11:52:00 AM,12,2021,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,MCamardo
2022-00000859,0 Block WESTFIELD ST,01/04/2022 04:43:00 PM,1,2022,Suspicious Person,Not Used,No Violations,0,MFigueroa
2021-00102078,0 Block SPRAGUE ST,12/23/2021 09:45:00 AM,12,2021,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,MNunez
2022-00013005,0 Block BUCKLIN ST,02/20/2022 02:10:00 AM,2,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MPetteruto
2022-00036668,500 Block DEXTER ST,05/13/2022 09:58:00 PM,5,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,GVargas
2022-00040129,200 Block DEXTER ST,05/24/2022 08:15:35 AM,5,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,MCamardo
2022-00013168,200 Block DEXTER ST,02/20/2022 09:38:00 PM,2,2022,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,JNajarian
2021-00099364,200 Block DEXTER ST,12/13/2021 04:15:00 PM,12,2021,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00034671,400 Block MANTON AVE,05/07/2022 01:39:00 PM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JLanier
2022-00500964,0 Block DESOTO ST,03/21/2022 09:22:47 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00016562,0 Block CHAFFEE ST,03/05/2022 08:43:00 PM,3,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,NEastman
2022-00006550,100 Block JULIAN ST,01/27/2022 12:47:00 PM,1,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2022-00028216,0 Block LEXINGTON AVE,04/15/2022 03:56:00 PM,4,2022,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,CCorreia
2022-00026920,0 Block STANWOOD ST,04/11/2022 03:04:00 PM,4,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00026029,100 Block HAMILTON ST,04/08/2022 05:20:00 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2022-00040025,100 Block HAMILTON ST,05/23/2022 08:31:33 PM,5,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MDuffy
2022-00020396,0 Block PARKIS AVE,03/19/2022 05:04:00 PM,3,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,GKue
2022-00006836,0 Block PARKIS AVE,01/28/2022 01:03:00 PM,1,2022,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,EFernandez
2021-00103767,0 Block PARKIS AVE,12/30/2021 03:37:00 PM,12,2021,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,ELane
2021-00103767,0 Block PARKIS AVE,12/30/2021 03:37:00 PM,12,2021,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,ELane
2021-00103767,0 Block PARKIS AVE,12/30/2021 03:37:00 PM,12,2021,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,ELane
2022-00500774,0 Block POWER ST,03/05/2022 10:45:53 AM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00501477,100 Block BENEFIT ST,05/16/2022 09:09:53 PM,5,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,DShields
2022-00501264,0 Block DEFOE PL,04/14/2022 10:36:00 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2022-00030107,0 Block STAR ST,04/22/2022 09:58:00 AM,4,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,GPereira
2022-00041850,200 Block BROOK ST,05/29/2022 08:32:00 AM,5,2022,Motor Vehicle Violation,Not Used,No violations,0,EChin
2022-00500692,0 Block BENEVOLENT ST,02/24/2022 11:27:59 AM,2,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00021099,400 Block VEAZIE ST,03/21/2022 07:47:00 PM,3,2022,Trespass,Not Used,No Violations,0,KHeron
2022-00042818,0 Block VANDEWATER ST,05/31/2022 09:39:00 PM,5,2022,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,NEastman
2022-00500932,0 Block LANCASHIRE ST,03/19/2022 02:23:19 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,DShields
2022-00021805,0 Block LANCASHIRE ST,03/24/2022 08:02:00 AM,3,2022,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JLugo
2022-00002821,0 Block COLUMBUS ST,01/13/2022 12:20:04 PM,1,2022,Auto Towed,Not Used,Parking or MV Violation,0,TManzotti
2022-00501295,0 Block CLYDE ST,04/20/2022 05:14:29 PM,4,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00031469,0 Block CLYDE ST,04/26/2022 08:34:00 PM,4,2022,"Fraud, Swindle",11-41-4,OBT/ MONEY-FALSE PRETENSE/PERSONATION/0 $1500 - FALSE PRETENSE,1,Central Station
2022-00035430,0 Block CLYDE ST,05/10/2022 12:05:00 AM,5,2022,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,APereira II
2022-00035430,0 Block CLYDE ST,05/10/2022 12:05:00 AM,5,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,APereira II
2022-00022120,0 Block VIRGINIA LN,03/25/2022 02:00:57 PM,3,2022,Assistance Rendered,Not Used,No Violations,0,TManzotti
2022-00035974,0 Block HEREFORD ST,05/11/2022 08:38:00 PM,5,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KHeron
2021-00102367,0 Block SOMERSET ST,12/24/2021 09:37:00 AM,12,2021,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,NAyala
2022-00030730,300 Block SWAN ST,04/24/2022 12:43:00 AM,4,2022,Malicious Mischief,Not Used,No Violations,0,HEspanol
2022-00026297,0 Block MYSTIC ST,04/09/2022 10:34:00 AM,4,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00001220,0 Block COLFAX ST,01/06/2022 09:02:00 AM,1,2022,Auto Towed,Not Used,Parking or MV Violation,0,DPalumbo
2021-00102020,0 Block BURNSIDE ST,12/23/2021 02:30:00 AM,12,2021,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,GGenao
2022-00027483,200 Block PRAIRIE AVE,04/13/2022 02:23:00 PM,4,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,WGeorges
2022-00003784,1000 Block EDDY ST,01/17/2022 12:01:00 AM,1,2022,License Violation,Not Used,No Violations,0,LCastro
2022-00011005,1000 Block EDDY ST,02/12/2022 07:46:00 PM,2,2022,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,DSchiavulli
2022-00003825,800 Block PLAINFIELD ST,01/17/2022 05:17:00 AM,1,2022,Auto Towed,Not Used,Parking or MV Violation,0,AWagoner
2022-00036974,100 Block POCASSET AVE,05/14/2022 06:20:00 PM,5,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MRousseau
2022-00036974,100 Block POCASSET AVE,05/14/2022 06:20:00 PM,5,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MRousseau
2022-00015187,0 Block WEBSTER AVE,02/28/2022 05:52:00 PM,2,2022,Disturbance,Not Used,No Violations,0,SNoti
2022-00030820,0 Block HULDAH ST,04/24/2022 08:44:00 AM,4,2022,Malicious Mischief,Not Used,No Violations,0,MPonder
